domain,context,response,act,speaker
hotel,"Agent: Unfortunately it does not have free parking. What price range do you have in mind? I can find you one that does have parking <SEP> User: I don't have any price range in mind, I just want a guesthouse with free parking on the north side <SEP> Agent: I would then recommend the acorn guest house, a moderately priced 4 star guesthouse located at 154 chesterton road. Would you like to book a room?","Yes, I do need to book a room.",Hotel-Inform,0
hotel,"Agent: I can recommend a nice 4-star hotel for you, the Huntingdon Marriott. Would you like to know more about it? <SEP> User: yes, please. I need a guesthouse that has free parking. <SEP> Agent: How about hobsons house?","Sure, what is the post code?",Hotel-Request,0
hotel,"User: Hey I'm looking for a hotel that has free parking, can you find one? <SEP> Agent: Sure, there are quite a few hotels that offer parking. Any particular area or price range you looking for?",I am looking for one in the expensive price range,Hotel-Inform,0
hotel,"User: How about for 1 night? If that works, I'll need a reference number of course. <SEP> Agent: Booking was successful. Your reference number is : OO8QDA62 . <SEP> User: Thank you so much. Goodbye.",Goodbye. Have a nice stay!,general-bye,1
hotel,"User: That sounds good. What's its phone number, please? <SEP> Agent: The phone number is 01223353888. Would you like any other info? <SEP> User: No, that's all. Thank you.",Enjoy your stay and let me know if you need anything else.,general-bye,1
hotel,"Agent: i booked your hotel here is your conformation codeYI2WGUQA . <SEP> User: Thank you and the address please ? <SEP> Agent: The address is sleeperz hotel, station road. Is there anything else I can help you with?",No thank you. Good bye.,general-bye,0
hotel,"Agent: OK, I have you booked at Holiday Inn Cambridge. Your reference number is 0CB7CVT7 . Is there anything else I can help you with? <SEP> User: So is the name of the hotel Express by Holiday Inn Cambridge or just Holiday Inn Cambridge? Want to make sure I go to the right one! <SEP> Agent: The full name of your hotel is express by holiday inn Cambridge. Do you need further assistance?","No, you have been very helpful, thank you so much! Bye now.",general-bye,0
hotel,"User: I would like to know more about Rosa's b&b <SEP> Agent: Sure Rosa's is located on the south side of town, is in the cheap price range and is rated 4 stars.",Okay great. Can you book me a room for 7 people and 3 nights starting from saturday?,Hotel-Inform,0
hotel,User: Could you help me locate a 4 star lodging on the north side of town? <SEP> Agent: Sure. How about the avalon? They also have free internet as well.,Sure that would be lovely.,Hotel-Inform,0
hotel,Agent: The postcode is cb58rs. Can I help you with anything else today? <SEP> User: Yes. What is the price range for Leverton House? <SEP> Agent: Leverton House is in the cheap price range. Is there any other information I can get for you?,That is all I need for now. Thanks.,general-thank,0
hotel,"User: Hi, I'm looking for a place that offers free internet and parking. <SEP> Agent: We have quite a few like that. I could recommend Home From Home, a moderately priced guesthouse in the north. Or are there other factors that matter?",Just free wifi and free parking. Moderate priced and should be a guesthouse please.,Hotel-Inform,0
hotel,"User: Hey I'm looking for a hotel that has free parking, can you find one? <SEP> Agent: Sure, there are quite a few hotels that offer parking. Any particular area or price range you looking for? <SEP> User: I am looking for one in the expensive price range",The Huntingdon Marriott Hotel I believe would be fine. Thank you.,Hotel-Inform,1
hotel,"Agent: Alright, How many people are staying, how many days do you want to stay, and what day to you want your stay to start? <SEP> User: I need it for 4 nights staring from Thursday for 6 people please. <SEP> Agent: I'm sorry I was unable to book that for you. Would you like to try another hotel?",Yes please. One in the same price range.,Hotel-Inform,0
hotel,"Agent: I have found The Lensfield Hotel located on 53-57 Lensfield Road. Would you like to book now? <SEP> User: yes for the weekend <SEP> Agent: To make sure I get the booking right, by the weekend you mean you want to stay for two nights starting Saturday? And how many people will be staying?",No I want to book starting on Wednesday for 2 people for 2 nights,Hotel-Inform,0
hotel,User: Hi. Is there a hotel named Home from Home? I think I have heard of that. <SEP> Agent: Home from Home is a 4 star guesthouse on the north side.,"All right, could you book a room for me? There will be 8 people for 4 nights, arriving Monday.",Hotel-Inform,0
hotel,"Agent: I'm sorry, there are no matched in the South in that price range. The South only has moderate and cheap. <SEP> User: i will take a moderate guest house with parking then. <SEP> Agent: I would like to recommend aylesbray lodge guest house, would that be alright with you?","Yes, five people four nights, starting from Monday on.",Hotel-Inform,0
hotel,"Agent: I can help you with that. Do you have a price range? <SEP> User: I don't have a preference. I'm just looking for a 4 star hotel that has free wifi. <SEP> Agent: i have 2 locations that match your requirements, one is cheap, one is moderate. which would you prefer?",I guess we can go with the moderately priced one.,Hotel-Inform,0
hotel,"User: Great, that's perfect. Thanks for your help! <SEP> Agent: And the postcode is cb41da if you still need that information. Is there anything else I can help with? <SEP> User: No that's all for now. Thank you.",Have a great day!,general-bye,1
hotel,Agent: I have about 5 great options for you. Do you prefer a certain area in the city? <SEP> User: I'm looking for a guesthouse in the east side of town. <SEP> Agent: I am afraid I have nothing available with those specifications. Would you like a different are or a hotel?,Are there any moderately priced guesthouses in that part of town?,Hotel-Inform,0
hotel,"Agent: I'm sorry I don;t have anything matching your description. Do you have another area in mind? <SEP> User: If there aren't any, how about a guesthouse? <SEP> Agent: Nothing matches for guesthouse or hotel, can I try something else for you?","A guesthouse with a 3 star rating and does not need to have internet, nothing?",Hotel-Inform,0
hotel,"User: No thank you. Could I get the postcode please? <SEP> Agent: Yes, it's cb17sr. <SEP> User: That is all for now, thanks .",You are welcome. Bye.,general-bye,1
hotel,User: I want to make a booking at the alexander bed and breakfast. <SEP> Agent: Ok. How many nights would you like to book? <SEP> User: 4 nights please.,What are the dates you are staying?,Booking-Request,1
hotel,Agent: There are 5 hotels in the North that offer internet. Do you have a specific price range? <SEP> User: Any price range is fine but i do need free parking <SEP> Agent: How about the Ashley Hotel? It is a moderately priced 2 star hotel with free internet and parking.,That sounds great. I would like to book 5 nights for 1 person starting Thursday.,Hotel-Inform,0
hotel,"User: Where is it located? I'm looking for something in the East. <SEP> Agent: Express by Holiday Inn Cambridge is a 2 star hotel with free wifi. It is in the east, and is in the expensive price range. <SEP> User: What type of place is the Express?",Express by Holiday Inn Cambridge is a hotel.,Hotel-Inform,1
hotel,"Agent: Yes. There are a number of hotels with wifi. Archway House is one of them that I can recommend. <SEP> User: Sure, what is its address and price range? <SEP> Agent: Archway house is in the moderate price range. They are located at: 52 gilbert road. Anythign else you need?",What is the price range?,Hotel-Request,0
hotel,"User: I'm looking for a hotel to stay in that's expensive and on the east side. <SEP> Agent: express by holiday inn cambridge is on the east side and expensive. <SEP> User: That sounds good, but can you tell me if it includes free wifi?",Yes it does would you like me to book that for you?,Booking-Inform,1
hotel,"User: Hmm, how about a different hotel in the same price range? <SEP> Agent: Booking was successful. Reference number is : 6JGB7U7H . The Acorn Guest house. Need any thing else? <SEP> User: Great thank you that's all I needed today",Okay great. I am glad I could help.,general-welcome,1
hotel,"User: I will be visiting Cambridge soon and need a place to stay. I am looking for a guesthouse with at least a star 3 rating. <SEP> Agent: 4 guesthouses match your request and they're all moderately priced. Do you want to be in the north, south, or west side of town?",What are my options on the west side of town?,Hotel-Inform,0
hotel,"User: I am looking for a place to stay. The hotel should include free wifi and should include free parking <SEP> Agent: There are many results with free wifi and parking, to help narrow it down, what area do you want to stay in? <SEP> User: north area in a guesthouse",what star rating?,Hotel-Request,1
